title,description,date
JOSHUA MICKENS,Joshua Mickens has the skill set to be an impactful edge rusher for Ohio State but will need to add more weight to his 6-foot-5 frame first.,2023-04-20
MCCORD-HARRISON CONNECTION STILL STRONG,High school teammates Kyle McCord and Marvin Harrison Jr. proved their “chemistry is definitely still there” during Ohio State's spring game.,2023-04-20
POST-SPRING DEPTH CHART PROJECTION,We take a look at how Ohio State’s three-deep depth chart could stack up at every position in 2023 based on what we saw and heard during spring practices.,2023-04-19
MEN OVERBOARD,Ohio State currently has 88 scholarship football players. That puts the Buckeyes three over the cap with four months to go.,2023-04-19
SPRING GAME RECAP & LINEUP PROJECTION,"We break down Kyle McCord’s spring game performance, discuss what impressed and concerned us most this spring and make our post-spring starting lineup projection.",2023-04-19
"URBAN TALKS HOW HE'D HANDLE NIL, PORTAL","Urban Meyer is ""so proud"" of Ohio State's recruiting efforts under Ryan Day and calls NIL ""fantastic,"" but disapproves of inducements for recruits across college football.",2023-04-19
SPRING GAME SNAP COUNTS,"C.J. Hicks, Sonny Styles and Jyaire Brown played the most on defense while Kyle McCord, Carnell Tate and Tegra Tshabola played most on offense in Saturday’s spring game.",2023-04-18
“REASON FOR OPTIMISM” IN THE SECONDARY,"After Saturday’s spring game, Ryan Day's seen a large enough sample size to believe significant improvement is possible for the Buckeye secondary this offseason.",2023-04-18
BROWNS COULD PLAY IN THE SHOE,"With the Cleveland Browns set to renovate their stadium in the near future, Ohio Stadium could host the NFL team for multiple seasons as the franchise alters its venue.",2023-04-17
"YOUNG, NOT STROUD, EXPECTED TO GO NO. 1",C.J. Stroud no longer appears likely to be the No. 1 overall pick as Bryce Young is now the heavy betting favorite to be selected first by the Carolina Panthers.,2023-04-17
JAKE SEIBERT ENTERS TRANSFER PORTAL,Buckeye kicker Jake Seibert enters the transfer portal after three seasons at Ohio State.,2023-04-17
HARTLINE “DOING WELL” AFTER UTV CRASH,Ohio State offensive coordinator Brian Hartline was released from the hospital Monday afternoon after he was hospitalized Sunday morning following a UTV crash on his property.,2023-04-17
"HERO, CHIP, BURKE, OL","Hero Kanu, Denzel Burke and Chip Trayanum all boosted their stock in the spring game while uncertainty remains at quarterback and on the offensive line.",2023-04-17
BREAKING DOWN MCCORD’S PASSING CHART,We rewatched all 34 of Kyle McCord’s spring game throws for a full breakdown of how he performed in his public audition for Ohio State’s starting quarterback job.,2023-04-17
SPRING GAME,"Five Things tries not to overreact after the defense beat the offense, 40-31, in yesterday's Spring Game in Ohio Stadium.",2023-04-16
PHOTOS FROM OSU'S SPRING GAME,Ohio State's defense provided plenty of highlights during the Buckeyes' spring game Saturday and we've got more than 120 photos of the action.,2023-04-15
QB BATTLE UNRESOLVED AFTER SPRING GAME,"Ohio State's QB competition remains unresolved after the spring game, and both Kyle McCord and Devin Brown intend to stay in the program as the battle wages on this summer.",2023-04-15
DEFENSE FINISHES SPRING STRONG,"Ohio State’s defense built momentum all spring and finished strong in the spring game, giving Ryan Day “reason for optimism for sure” about the defense’s improvement.",2023-04-15
"DAY, MCCORD, BROWN REVIEW SPRING GAME","Ryan Day saw ""sparks"" of success from Kyle McCord in the spring game, says offensive line play was ""inconsistent"" and continues to be impressed by the secondary and DL.",2023-04-15
"DEFENSE WINS SPRING GAME, 40-31","Ohio State’s defense won the day in the Buckeyes’ spring game, defeating the offense 40-31 as Chip Trayanum, Archie Griffin, Carnell Tate and Noah Rogers scored touchdowns.",2023-04-15
ARCHIE GRIFFIN RUNS FOR TD IN SPRING GAME,Two-time Heisman Trophy winner Archie Griffin ran for a touchdown and showed off his Heisman pose during Ohio State's spring game on Saturday.,2023-04-15
SPRING GAME,"We share our final thoughts, questions and players to watch going into Ohio State’s intrasquad scrimmage to conclude the spring.",2023-04-15
OHIO STATE SPRING GAME CENTRAL,"Your one-stop shop for Ohio State spring game coverage, including the scrimmage scoring format, storylines, and sights and sounds from the Shoe.",2023-04-15
SPRING GAME TRAILER,Get hyped for the return of football at Ohio Stadium on Saturday by watching Ohio State’s official spring game trailer.,2023-04-14
MEYER HAS “NO DOUBT” DAY IS RIGHT FOR OSU,Urban Meyer says Ohio State needs to control the line of scrimmage to get back to beating Michigan but has full confidence Ryan Day can get the job done in The Game.,2023-04-14
4 OSU HEAD COACHES REFLECT ON CAREERS,"Ryan Day, Urban Meyer, Jim Tressel and John Cooper opened up on their fondest OSU memories, the most talented players they’ve coached and more at OSU's coaches clinic.",2023-04-14
WHAT TO WATCH FOR,"Kyle McCord, the offensive line, the defense and backups at several positions will all be in the spotlight as Ohio State concludes spring football at Ohio Stadium on Saturday.",2023-04-14
"STROUD, JSN AND PARIS ATTENDING NFL DRAFT","C.J. Stroud, Jaxon Smith-Njigba and Paris Johnson Jr. will all be among the prospects in Kansas City to take the stage when their names are called at the 2023 NFL draft.",2023-04-13
OSU WILL HAVE 50-50 RAFFLE AT SPRING GAME,Ohio State and NIL collective Cohesion Foundation will hold a 50-50 raffle during the football program's spring game at Ohio Stadium on Saturday.,2023-04-13
JELANI THURMAN,"Jelani Thurman has the size, versatility and upside to be the next great tight end at Ohio State.",2023-04-13
ALL EYES ON MCCORD,"With Devin Brown ruled out due to injury, Kyle McCord will have the spring game quarterback spotlight all to himself with a chance to state his case as QB1.",2023-04-13
"O VS. D WITH TACKLING, MODIFIED SCORING","Much like last year, Ohio State’s 2023 spring game will be an offense vs. defense scrimmage with a modified scoring system and live tackling for most of the game.",2023-04-12
O-LINE NOT WHERE IT NEEDS TO BE YET,Ryan Day isn’t ready to name starters at offensive tackle or center yet and says there’s “a lot of work to be done here in the next few months” for the offensive line.,2023-04-12
ASSEMBLED & DELIVERED,April is now the only month when healthy Buckeye starters are on the sideline during big chunks of garbage time.,2023-04-12
A LOOK AT OSU’S NEWEST NIL COLLECTIVE,Todd Markiewicz and Tyvis Powell of The 1870 Society join us to discuss Ohio State’s newest NIL collective and we preview this weekend’s Ohio State spring game.,2023-04-12
"DAY TALKS BROWN INJURY, SPRING GAME","Ryan Day says Devin Brown will miss the spring game due to ""a procedure"" and thinks Ohio State has ""great energy"" and competitiveness this offseason.",2023-04-12
BROWN TO MISS SPRING GAME,"Devin Brown will not play in Ohio State's spring game after having a minor procedure on a finger on his throwing hand, but is expected to be back in action by the summer.",2023-04-12
IMPROVED CB PLAY COULD SHOW IN SPRING GAME,"Improvement at cornerback has been evident all throughout the spring, and Denzel Burke, Jordan Hancock and company have a chance to prove it to the masses on Saturday.",2023-04-12
“HE'S MY CEO”,"In an interview with ESPN Tuesday, Gene Smith expressed his unwavering support of Ryan Day despite back-to-back losses to Michigan.",2023-04-11
LIONS TRADE JEFF OKUDAH TO FALCONS,Jeff Okudah is reportedly on the move after the Lions trade the former Ohio State cornerback to the Atlanta Falcons for a 2023 fifth-round pick.,2023-04-11
"ROYER, SCOTT BATTLING FOR TE2 SPOT",Ryan Day says the development of Joe Royer and Gee Scott Jr. will be “critical” to Ohio State’s success as the fourth-year TEs compete for opportunities alongside Cade...,2023-04-11
MORE SNAPS IN SLOT CAN HELP MARV AND OSU,"Marvin Harrison Jr. has been practicing in the slot this spring, and playing more snaps there this fall could be beneficial to both his development and Ohio State’s offense.",2023-04-11
HASKINS’ FAMILY FILES CIVIL LAWSUIT,A Florida attorney representing Dwayne Haskins' family has filed a civil lawsuit based on new evidence regarding the death of the former Ohio State quarterback.,2023-04-10
"CFP LOSS, INJURY LED TO STOVER’S RETURN",The pain of Ohio State's Peach Bowl loss and missing most of the game with a back injury led Cade Stover to believe he has more to accomplish at OSU.,2023-04-10
JUST A LITTLE PATIENCE,"Flashes from freshmen like Carnell Tate, Noah Rogers, Jelani Thurman and Malik Hartford are exciting but it almost always takes time for the young guys to carve out significant...",2023-04-09
THREE CONSENSUS TOP-15 PICKS,"Less than three weeks away from the NFL draft, most mocks have C.J. Stroud going with the No. 1 pick and Paris Johnson Jr. and Jaxon Smith-Njigba joining him in the top 15.",2023-04-09
STANDOUT PERFORMERS FROM PRACTICE #11,"Cam Martinez picks off Kyle McCord, Kojo Antwi makes a highlight-reel touchdown catch on a Devin Brown pass and Chip Trayanum runs over Lathan Ransom in the end zone.",2023-04-08
HICKS WITH 1ST TEAM,"C.J. Hicks was the first-team Will linebacker, Kojo Antwi and Cameron Martinez made highlight-reel plays and Ryan Day saw progress from the quarterbacks on Friday.",2023-04-07
MALIK HARTFORD LOSES BLACK STRIPE,Freshman safety Malik Hartford becomes the third member of the class of 2023 to shed his black stripe with the Buckeyes.,2023-04-07
"DAY TALKS INJURIES, OL, THURMAN","Ryan Day says Jelani Thurman has a ""very high ceiling,"" expects Steele Chambers and Xavier Johnson to return from injury this summer and wants ""guys to step up"" on the OL.",2023-04-07
JELANI THURMAN SHEDS BLACK STRIPE,Freshman tight end Jelani Thurman becomes the second member of the class of 2023 to shed his black stripe with the Buckeyes.,2023-04-07
"CHAMBERS, JOHNSON SIDELINED BY INJURIES",Steele Chambers and Xavier Johnson are both out for the rest of the spring with lower-body injuries but are expected to be back for preseason camp.,2023-04-07
METHUSELAH LIVES!,"Ohio State Buckeyes sometimes make the leap to the NFL without fans knowing where or how they'll land, but that hasn't kept them from sticking around.",2023-04-07
"CHIP, DALLAN HAVE CHANCE TO GAIN GROUND","With several Ohio State running backs still dealing with injury issues, Chip Trayanum and Dallan Hayden are front and center in Tony Alford's RB room this spring.",2023-04-07
THURMAN MAKING STRONG EARLY IMPRESSION,"Jelani Thurman is impressing both on and off the field this spring, giving him the potential to play more in 2023 than the typical Ohio State freshman tight end.",2023-04-07
“I FEEL LIKE I'M BACK TO MYSELF”,"TreVeyon Henderson says he's running full speed and able to cut now that he's returned to individual workouts in spring practice: ""I feel like I'm 100 percent.""",2023-04-06
LUKE MONTGOMERY,"One of Ohio’s top prospects in the class of 2023, Luke Montgomery has the quickness off the snap, physicality and skill to be a future anchor on Ohio State's offensive line.",2023-04-06
EXPO CONNECTS BUCKEYES WITH NIL PARTNERS,Ohio State’s football players had the opportunity to discuss potential jobs and/or NIL deals with more than 40 organizations at Tuesday’s Career and NIL Expo.,2023-04-06
OHIO STATE'S RB ROOM LOOKS DEEP IN 2023,"Tony Alford believes Ohio State's RB room is the deepest it's been provided it stays healthy, TreVeyon Henderson explains his recovery and Dallan Hayden sets goals for 2023.",2023-04-05
BAILEY IMPRESSED BY TIGHT ENDS THIS SPRING,"Keenan Bailey is impressed with Jelani Thurman’s work ethic, Cade Stover thinks he can be “10 times better” than last year and Joe Royer is still trying to make his mom...",2023-04-05
MYOPIA UTOPIA,Ohio State cannot make it through an entire season without a crippling injury to a key player because - surprise! - few teams ever get that lucky.,2023-04-05
TAKEAWAYS FROM SCRIMMAGE #2,"We discuss what stood out to us most in Ohio State’s second scrimmage of the spring, including Carnell Tate being one of the best players on the field.",2023-04-05
HARTLINE HAS DESIRE TO COACH IN NFL,"Brian Hartline said he’d eventually like to coach in the NFL, though he doesn’t know when, on a recent episode of the ""Bussin' With The Boys"" podcast on Barstool Sports.",2023-04-04
LEE ARRESTED ON DOMESTIC VIOLENCE CHARGES,"Former Ohio State linebacker Darron Lee was charged with two counts of domestic violence and two counts of assault after he was arrested in Dublin, Ohio on Monday.",2023-04-04
“I WANT TO PROVE ALL THE DOUBTERS WRONG”,"After a disappointing 2022 season, Denzel Burke said he views 2023 as “a personal year for me” as he looks to lead Ohio State’s secondary back to elite status.",2023-04-04
OPPORTUNITY KNOCKS FOR CAM MARTINEZ,"Plagued by injuries that lingered throughout the 2022 season, Cameron Martinez is building momentum with a clean bill of health as OSU's top nickel safety so far in spring camp.",2023-04-04
