attendance,away_conference,away_division,away_id,away_line_scores,away_points,away_post_win_prob,away_postgame_elo,away_pregame_elo,away_team,completed,conference_game,excitement_index,highlights,home_conference,home_division,home_id,home_line_scores,home_points,home_post_win_prob,home_postgame_elo,home_pregame_elo,home_team,id,neutral_site,notes,season,season_type,start_date,start_time_tbd,venue,venue_id,week
,Western Athletic,FCS,253,"[0, 14, 7, 7]",28.0,0.0725888360712897,,,Southern Utah,True,False,5.2428323927,,Atlantic Sun,FCS,2198,"[7, 14, 7, 7]",35.0,0.9274111639287104,,,Eastern Kentucky,401418638,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Roy Kidd Stadium,3908.0,5
,CAA,FCS,160,"[0, 7, 0, 0]",7.0,0.0035879267499763,,,New Hampshire,True,False,2.0509367017,,Mid-American,FBS,2711,"[21, 7, 3, 13]",44.0,0.9964120732500236,1377.0,1377.0,Western Michigan,401416612,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Waldo Stadium,3980.0,5
,Empire 8,III,374,"[0, 0, 0, 0]",0.0,,,,St. John Fisher,True,True,,,Empire 8,III,2781,"[6, 0, 7, 12]",25.0,,,,Brockport State (NY),401439520,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Bob Boozer Field,6126.0,5
,Southland,FCS,2377,"[0, 10, 3, 7]",20.0,0.0017814226401197,,,McNeese,True,True,2.1944819034,,Southland,FCS,2916,"[14, 7, 7, 20]",48.0,0.9982185773598804,,,Incarnate Word,401462217,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Gayle and Tom Benson Stadium,3734.0,5
,Southern Athletic,III,2757,"[0, 10, 0, 0]",10.0,,,,Berry College,True,True,,,Southern Athletic,III,3,"[10, 0, 7, 7]",24.0,,,,Birmingham-Southern,401432796,False,,2022,regular,2022-10-01T23:00:00.000Z,False,General Charles C. Krulak Stadium,3871.0,5
,North Coast,III,83,"[7, 3, 7, 0]",17.0,,,,DePauw,True,True,,,North Coast,III,2171,"[0, 6, 7, 0]",13.0,,,,Denison,401435349,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Deeds Field-Piper Stadium,5834.0,5
,Wisconsin,III,2738,"[3, 6, 13, 7]",29.0,,,,Wisconsin-Eau Claire,True,True,,,Wisconsin,III,2744,"[15, 24, 14, 20]",73.0,,,,UW-Stout,401432898,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Don and Nona Williams Stadium,5900.0,5
,Sun Belt,FBS,2433,"[7, 7, 7, 7]",28.0,0.0453722638841517,1090.0,1115.0,Louisiana Monroe,True,True,4.6841668199,,Sun Belt,FBS,2032,"[10, 14, 14, 7]",45.0,0.9546277361158484,1271.0,1246.0,Arkansas State,401426340,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Centennial Bank Stadium,3625.0,5
,Sun Belt,FBS,290,"[0, 7, 10, 13]",30.0,0.2162821187035588,1403.0,1398.0,Georgia Southern,True,True,8.5452407899,,Sun Belt,FBS,324,"[7, 0, 7, 20]",34.0,0.7837178812964412,1671.0,1676.0,Coastal Carolina,401426337,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Brooks Stadium,3654.0,5
,NESCAC,III,121,"[7, 10, 0, 0]",17.0,,,,Bates College,True,True,,,NESCAC,III,33,"[7, 7, 10, 14]",38.0,,,,Colby,401445803,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Seaverns Field At Harold Alfond Stadium,5689.0,5
,American Southwest,III,2588,"[7, 3, 7, 0]",17.0,,,,Southwestern University,True,True,,,American Southwest,III,2194,"[13, 0, 7, 7]",27.0,,,,East Texas Baptist,401431018,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Ornelas Stadium,5838.0,5
,SEC,FBS,99,"[0, 14, 7, 0]",21.0,0.3282155353197296,1644.0,1643.0,LSU,True,True,8.5646328777,,SEC,FBS,2,"[7, 10, 0, 0]",17.0,0.6717844646802704,1558.0,1559.0,Auburn,401403903,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Jordan-Hare Stadium,3785.0,5
,Big South,FCS,2803,"[0, 3, 10, 0]",13.0,0.0091334716631132,,,Bryant,True,True,5.7979878342,,Big South,FCS,2448,"[14, 0, 3, 7]",24.0,0.9908665283368868,,,North Carolina A&T,401435487,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Aggie Stadium,3603.0,5
,Sun Belt,FBS,2653,"[10, 3, 7, 14]",34.0,0.9229022282445632,1427.0,1372.0,Troy,True,False,7.2257283546,,Conference USA,FBS,98,"[7, 10, 3, 7]",27.0,0.0770977717554367,1789.0,1844.0,Western Kentucky,401426578,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Houchens Industries-L. T. Smith Stadium,3796.0,5
,SWAC,FCS,2011,"[0, 3, 3, 10]",16.0,0.9544816250297024,,,Alabama State,True,True,4.7128773327,,SWAC,FCS,2640,"[7, 0, 6, 0]",13.0,0.0455183749702975,,,Texas Southern,401423451,False,,2022,regular,2022-10-01T23:00:00.000Z,False,BBVA Compass Stadium,3631.0,5
,American Athletic,FBS,2132,"[14, 10, 7, 0]",31.0,0.9980330078525,1797.0,1801.0,Cincinnati,True,True,4.0593364723,,American Athletic,FBS,202,"[7, 7, 7, 0]",21.0,0.0019669921475,1506.0,1502.0,Tulsa,401415627,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Skelly Field at H. A. Chapman Stadium,3674.0,5
,GLIAC,II,129,"[7, 0, 3, 0]",10.0,,,,Saginaw Valley,True,True,,,GLIAC,II,125,"[6, 10, 6, 7]",29.0,,,,Grand Valley State,401431535,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Lubbers Stadium,3811.0,5
,SWAC,FCS,2029,"[3, 0, 0, 0]",3.0,0.0011933515662964,,,Arkansas-Pine Bluff,True,True,2.0079297832,,SWAC,FCS,2582,"[7, 35, 14, 3]",59.0,0.9988066484337036,,,Southern,401423926,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Ace W. Mumford Stadium,3599.0,5
,OVC,FCS,93,"[0, 7, 7, 0]",14.0,0.5112922531630617,,,Murray State,True,False,1.5771583192,,Southland,FCS,2545,"[7, 10, 3, 28]",48.0,0.4887077468369382,,,Southeastern Louisiana,401421123,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Strawberry Stadium,3944.0,5
,SWAC,FCS,2504,"[7, 20, 0, 7]",34.0,0.8455456881640423,,,Prairie View,True,True,1.7800443992,,SWAC,FCS,2755,"[0, 0, 14, 0]",14.0,0.1544543118359576,,,Grambling,401425419,True,,2022,regular,2022-10-01T23:00:00.000Z,False,Cotton Bowl,499.0,5
,CCIW,III,396,"[0, 0, 6, 14]",0.0,,,,Wheaton College (Ill),True,True,,,CCIW,III,3071,"[14, 6, 0, 13]",33.0,,,,North Central,401431087,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Benedetti-Wehrli Stadium,980.0,5
,Great Midwest Athletic,II,2886,"[0, 7, 3, 7]",17.0,,,,Northwood (MI),True,False,,,Great Midwest Athletic,II,308,"[14, 14, 14, 14]",56.0,,,,Ashland,401431554,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Jack Miller Stadium,3770.0,5
,Gulf South,II,2673,"[3, 14, 0, 14]",31.0,,,,Valdosta State,True,True,,,Gulf South,II,2170,"[14, 28, 21, 7]",70.0,,,,Delta State,401431826,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Parker Field at McCool Stadium,5935.0,5
,Great Midwest Athletic,II,2273,"[7, 14, 0, 6]",27.0,,,,Hillsdale,True,True,,,Great Midwest Athletic,II,2316,"[10, 7, 0, 14]",31.0,,,,Kentucky Wesleyan,401431581,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Steele Stadium,5263.0,5
,Presidents',III,2849,[],0.0,,,,Westminster PA,True,True,,,Presidents',III,2102,[],0.0,,,,Carnegie Mellon,401432752,False,,2022,regular,2022-10-01T23:00:00.000Z,False,Gesling Stadium,5814.0,5
,SEC,FBS,61,"[0, 6, 6, 14]",26.0,0.9954569445458844,2058.0,2090.0,Georgia,True,True,6.6931253744,,SEC,FBS,142,"[3, 13, 3, 3]",22.0,0.0045430554541157,1443.0,1411.0,Missouri,401403907,False,,2022,regular,2022-10-01T23:30:00.000Z,False,Faurot Field,3838.0,5
,Big 12,FBS,277,"[0, 7, 0, 13]",20.0,0.0013434989633609,1476.0,1493.0,West Virginia,True,True,2.5785580804,,Big 12,FBS,251,"[14, 14, 7, 3]",38.0,0.998656501036639,1759.0,1742.0,Texas,401404087,False,,2022,regular,2022-10-01T23:30:00.000Z,False,Darrell K Royal-Texas Memorial Stadium,3910.0,5
,MVFC,FCS,79,"[0, 19, 0, 0]",19.0,0.865952111513694,,,Southern Illinois,True,True,4.6109209925,,MVFC,FCS,2287,"[0, 0, 7, 7]",14.0,0.1340478884863059,,,Illinois State,401418830,False,,2022,regular,2022-10-01T23:30:00.000Z,False,Hancock Stadium,3744.0,5
,Big Ten,FBS,84,"[0, 21, 0, 0]",21.0,0.006182309914825,1323.0,1336.0,Indiana,True,True,8.0410791836,,Big Ten,FBS,158,"[7, 14, 0, 14]",35.0,0.993817690085175,1536.0,1523.0,Nebraska,401405102,False,,2022,regular,2022-10-01T23:30:00.000Z,False,Memorial Stadium,3834.0,5
,ACC,FBS,152,"[3, 7, 3, 7]",20.0,0.0406188167807474,1652.0,1659.0,NC State,True,True,5.3471325493,,ACC,FBS,228,"[3, 10, 7, 10]",30.0,0.9593811832192526,1816.0,1809.0,Clemson,401411125,False,,2022,regular,2022-10-01T23:30:00.000Z,False,Memorial Stadium,3836.0,5
,Conference USA,FBS,5,"[7, 10, 7, 0]",24.0,0.5445671700646476,1542.0,1556.0,UAB,True,True,6.5030702865,,Conference USA,FBS,242,"[7, 0, 14, 7]",28.0,0.4554328299353524,1225.0,1211.0,Rice,401426577,False,,2022,regular,2022-10-01T23:30:00.000Z,False,Rice Stadium,3895.0,5
,ACC,FBS,258,"[0, 7, 3, 7]",17.0,0.0041781000458326,1406.0,1481.0,Virginia,True,True,3.0606932376,,ACC,FBS,150,"[14, 7, 7, 10]",38.0,0.9958218999541674,1336.0,1261.0,Duke,401411126,False,,2022,regular,2022-10-01T23:30:00.000Z,False,Wallace Wade Stadium,3982.0,5
,Mountain West,FBS,23,"[2, 17, 7, 7]",33.0,0.962887594917217,1468.0,1430.0,San José State,True,True,3.7966014857,,Mountain West,FBS,2751,"[3, 7, 6, 0]",16.0,0.037112405082783,1367.0,1405.0,Wyoming,401415230,False,,2022,regular,2022-10-01T23:30:00.000Z,False,War Memorial Stadium,3984.0,5
,American Southwest,III,2639,"[21, 7, 7, 10]",45.0,,,,Texas Lutheran,True,False,,,,,123086,"[0, 3, 7, 7]",17.0,,,,North American University,401431023,True,,2022,regular,2022-10-02T00:00:00.000Z,False,,,5
,Lone Star,II,110243,"[0, 14, 10, 3]",27.0,,,,University of Texas of the Permian Basin,True,True,,,Lone Star,II,2704,"[9, 7, 3, 9]",28.0,,,,West Texas A&M,401431908,False,,2022,regular,2022-10-02T00:00:00.000Z,False,Buffalo Stadium,5884.0,5
,ACC,FBS,59,"[3, 3, 3, 17]",26.0,0.0415532695053465,1280.0,1235.0,Georgia Tech,True,True,6.1460908723,,ACC,FBS,221,"[0, 7, 0, 14]",21.0,0.9584467304946536,1650.0,1695.0,Pittsburgh,401411129,False,,2022,regular,2022-10-02T00:00:00.000Z,False,Heinz Field,3752.0,5
,Lone Star,II,2395,"[7, 7, 7, 3, 3]",27.0,,,,Midwestern State,True,True,,,Lone Star,II,2703,"[7, 10, 7, 0, 6]",30.0,,,,Western New Mexico,401431896,False,,2022,regular,2022-10-02T00:00:00.000Z,False,Ben Altamirano Field,3633.0,5
,Big Sky,FCS,16,"[7, 14, 14, 14]",49.0,0.998458669179354,,,Sacramento State,True,True,0.7883391624,,Big Sky,FCS,13,"[0, 0, 7, 14]",21.0,0.0015413308206459,,,Cal Poly,401413227,False,,2022,regular,2022-10-02T00:00:00.000Z,False,Alex G. Spanos Stadium,1027.0,5
,Mid America,II,2231,"[7, 0, 6, 7]",20.0,,,,Fort Hays State,True,True,,,Mid America,II,2438,"[7, 7, 7, 17]",38.0,,,,Nebraska-Kearney,401431930,False,,2022,regular,2022-10-02T00:00:00.000Z,False,Ron & Carol Cope Stadium at Foster Field,6057.0,5
,Lone Star,II,2120,"[14, 14, 7, 10]",45.0,,,,Central Washington,True,False,,,Lone Star,II,2201,"[0, 10, 0, 7]",17.0,,,,Eastern New Mexico,401431594,False,,2022,regular,2022-10-02T00:00:00.000Z,False,Al Whitehead Field at Greyhound Stadium,5938.0,5
,Great Lakes,II,2825,"[7, 14, 3, 0]",24.0,,,,Quincy,True,True,,,Great Lakes,II,2402,"[3, 11, 10, 7]",31.0,,,,Missouri S&T,401431512,False,,2022,regular,2022-10-02T00:00:00.000Z,False,Allgood-Bailey Stadium,3609.0,5
,Rocky Mountain,II,2069,"[0, 10, 7, 7]",24.0,,,,Black Hills State,True,True,,,Rocky Mountain,II,613,"[7, 3, 0, 7]",17.0,,,,South Dakota Mines,401433074,False,Black Hills Brawl,2022,regular,2022-10-02T00:00:00.000Z,False,O'Harra Stadium,3860.0,5
,Rocky Mountain,II,2714,"[14, 14, 0, 3, 3, 8]",42.0,,,,Western State,True,True,,,Rocky Mountain,II,11,"[0, 14, 7, 10, 3, 0]",34.0,,,,Colorado Mesa,401433089,False,,2022,regular,2022-10-02T00:00:00.000Z,False,Ralph Stocker Stadium,5882.0,5
,Conference USA,FBS,2229,"[7, 14, 0, 0]",21.0,0.9961086597508731,943.0,890.0,Florida International,True,False,3.8360071997,,FBS Independents,FBS,166,"[0, 7, 0, 0]",7.0,0.0038913402491266,1040.0,1093.0,New Mexico State,401426574,False,,2022,regular,2022-10-02T00:00:00.000Z,False,Aggie Memorial Stadium,3601.0,5
,Rocky Mountain,II,2424,"[13, 3, 7, 0]",23.0,,,,New Mexico Highlands,True,True,,,Rocky Mountain,II,2001,"[0, 7, 7, 7]",21.0,,,,Adams State,401433063,False,,2022,regular,2022-10-02T01:00:00.000Z,False,Rex Stadium,5866.0,5
,Big Sky,FCS,2458,"[6, 14, 8, 7]",35.0,0.002792616430425,,,Northern Colorado,True,True,3.0103451088,,Big Sky,FCS,70,"[10, 14, 21, 10]",55.0,0.997207383569575,,,Idaho,401413248,False,,2022,regular,2022-10-02T01:00:00.000Z,False,Kibbie Dome,3791.0,5
,Lone Star,II,2658,"[21, 7, 0, 7]",35.0,,,,Texas A&M-Kingsville,True,False,,,Lone Star,II,2829,"[0, 0, 7, 0]",7.0,,,,Simon Fraser,401431603,True,,2022,regular,2022-10-02T01:00:00.000Z,False,Blaine High School,7365.0,5
,Western Athletic,FCS,2000,"[0, 6, 7, 13]",26.0,0.6745849859675022,,,Abilene Christian,True,True,8.4745740702,,Western Athletic,FCS,3101,"[3, 7, 0, 0]",10.0,0.3254150140324978,,,Utah Tech,401418785,False,,2022,regular,2022-10-02T01:00:00.000Z,False,Greater Zion Stadium,3745.0,5
,Pac-12,FBS,38,"[7, 6, 7, 0]",20.0,0.010056965655244,1147.0,1189.0,Colorado,True,True,2.4016515579,,Pac-12,FBS,12,"[13, 13, 10, 7]",43.0,0.989943034344756,1361.0,1319.0,Arizona,401404002,False,,2022,regular,2022-10-02T01:30:00.000Z,False,Arizona Stadium,3619.0,5
,So. Cal.,III,2094,"[16, 8, 14, 7]",45.0,,,,Cal Lutheran,True,True,,,So. Cal.,III,2850,"[0, 0, 0, 0]",0.0,,,,Whittier,401439550,False,,2022,regular,2022-10-02T02:00:00.000Z,False,"Memorial Stadium (Whittier, CA)",6147.0,5
,So. Cal.,III,2923,"[7, 14, 7, 3]",31.0,,,,Pomona-Pitzer,True,True,,,So. Cal.,III,411,"[3, 7, 7, 0]",17.0,,,,Chapman,401461978,False,,2022,regular,2022-10-02T02:00:00.000Z,False,Ernie Chapman Stadium,5819.0,5
,Big Sky,FCS,302,"[10, 3, 11, 0]",24.0,0.0176214349977421,,,UC Davis,True,True,7.7113139109,,Big Sky,FCS,147,"[7, 17, 14, 3]",41.0,0.9823785650022578,,,Montana State,401413342,False,,2022,regular,2022-10-02T02:15:00.000Z,False,Bobcat Stadium,3643.0,5
,Pac-12,FBS,9,"[7, 10, 0, 8]",25.0,0.018842926807736,1505.0,1527.0,Arizona State,True,True,2.6501059334,,Pac-12,FBS,30,"[14, 7, 7, 14]",42.0,0.981157073192264,1708.0,1686.0,USC,401404003,False,,2022,regular,2022-10-02T02:30:00.000Z,False,Los Angeles Memorial Coliseum,477.0,5
,Pac-12,FBS,24,"[0, 3, 14, 10]",27.0,0.0298196928459194,1315.0,1333.0,Stanford,True,True,2.1428719446,,Pac-12,FBS,2483,"[10, 21, 7, 7]",45.0,0.9701803071540804,1585.0,1567.0,Oregon,401404005,False,,2022,regular,2022-10-02T03:00:00.000Z,False,Autzen Stadium,3626.0,5
,Big Sky,FCS,331,"[3, 0, 0, 14]",17.0,0.0010291285625199,,,Eastern Washington,True,False,1.3060924289,,SEC,FBS,57,"[14, 21, 10, 7]",52.0,0.99897087143748,1568.0,1568.0,Florida,401403904,False,Moved from Oct 1,2022,regular,2022-10-02T16:00:00.000Z,False,Ben Hill Griffin Stadium,3634.0,5
,SIAC,II,60,"[0, 7, 13, 0]",20.0,,,,Morehouse,True,True,,,SIAC,II,2206,"[14, 14, 14, 7]",49.0,,,,Edward Waters,401432348,False,,2022,regular,2022-10-02T18:00:00.000Z,False,Earl Kitchings Stadium,3705.0,5
,SIAC,II,2310,"[7, 14, 7, 0]",28.0,,,,Kentucky State,True,True,,,SIAC,II,2542,"[0, 6, 7, 0]",13.0,,,,Savannah State,401441333,False,,2022,regular,2022-10-02T19:00:00.000Z,False,Ted Wright Stadium,3952.0,5
,American Athletic,FBS,2567,"[7, 6, 0, 6]",19.0,0.0049364587627541,1574.0,1628.0,SMU,True,True,5.6209392255,,American Athletic,FBS,2116,"[3, 7, 14, 17]",41.0,0.9950635412372458,1672.0,1618.0,UCF,401415629,False,Moved from Oct 1,2022,regular,2022-10-05T23:00:00.000Z,False,Bright House Networks Stadium,3652.0,6
,MSCAC,III,379,"[7, 14, 7, 0]",28.0,,,,UMass Dartmouth,True,True,,,MSCAC,III,110,"[0, 0, 14, 0]",14.0,,,,Mass Maritime,401431164,False,,2022,regular,2022-10-06T23:00:00.000Z,False,Clean Harbors Stadium,5940.0,6
,Mountain East,II,2986,"[28, 9, 14, 0]",51.0,,,,Fairmont State,True,True,,,Mountain East,II,2017,"[0, 7, 0, 0]",7.0,,,,Alderson-Broaddus,401432095,False,,2022,regular,2022-10-06T23:00:00.000Z,False,Multi-Sport Performance Stadium,4421.0,6
,Mid America,II,196,"[0, 0, 0, 6]",6.0,,,,Northeastern State,True,True,,,Mid America,II,2122,"[24, 28, 3, 0]",55.0,,,,Central Oklahoma,401431962,False,,2022,regular,2022-10-07T00:00:00.000Z,False,Wantland Stadium,5878.0,6
,Big Ten,FBS,158,"[0, 0, 7, 7]",14.0,0.426728222775376,1528.0,1536.0,Nebraska,True,True,7.4072532651,,Big Ten,FBS,164,"[10, 3, 0, 0]",13.0,0.573271777224624,1337.0,1329.0,Rutgers,401405111,False,,2022,regular,2022-10-07T23:00:00.000Z,False,SHI Stadium,6577.0,6
,Ivy,FCS,108,"[0, 13, 7, 15]",35.0,0.0609401640592742,,,Harvard,True,True,2.1126366926,,Ivy,FCS,172,"[7, 0, 7, 14]",28.0,0.9390598359407256,,,Cornell,401415407,False,,2022,regular,2022-10-07T23:00:00.000Z,False,Schoellkopf Field,3921.0,6
,American Athletic,FBS,248,"[0, 7, 0, 26]",33.0,0.5846093638864995,1515.0,1514.0,Houston,True,True,5.519080527,,American Athletic,FBS,235,"[14, 3, 3, 12]",32.0,0.4153906361135005,1505.0,1506.0,Memphis,401415630,False,,2022,regular,2022-10-07T23:30:00.000Z,False,Liberty Bowl Memorial Stadium,3805.0,6
,Mountain West,FBS,36,"[14, 0, 0, 3]",17.0,0.7128296139711827,1265.0,1246.0,Colorado State,True,True,8.8468883334,,Mountain West,FBS,2440,"[0, 7, 0, 7]",14.0,0.2871703860288173,1448.0,1467.0,Nevada,401415233,False,,2022,regular,2022-10-08T02:30:00.000Z,False,Mackay Stadium,3816.0,6
,Mountain West,FBS,2439,"[0, 0, 7, 0]",7.0,0.0013867877014045,1339.0,1424.0,UNLV,True,True,2.3699361347,,Mountain West,FBS,23,"[7, 16, 10, 7]",40.0,0.9986132122985956,1553.0,1468.0,San José State,401415236,False,,2022,regular,2022-10-08T02:30:00.000Z,False,Spartan Stadium,3935.0,6
,Mid Atlantic,III,471,"[0, 7, 0, 0]",7.0,,,,Stevenson,True,True,,,Mid Atlantic,III,247,"[0, 10, 0, 10]",20.0,,,,King's College (PA),401439536,False,,2022,regular,2022-10-08T16:00:00.000Z,False,McCarthy Stadium (Wilkes Barre),5907.0,6
,NEWMAC,III,2467,"[0, 0, 7, 0]",7.0,,,,Norwich,True,True,,,NEWMAC,III,2383,"[0, 17, 0, 2]",19.0,,,,Merchant Marine,401435144,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Brooks Stadium (NY),5997.0,6
,SEC,FBS,8,"[0, 10, 7, 0]",17.0,0.2052765627505492,1603.0,1658.0,Arkansas,True,True,3.1730437072,,SEC,FBS,344,"[14, 7, 13, 6]",40.0,0.7947234372494507,1722.0,1667.0,Mississippi State,401403914,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Davis Wade Stadium,3693.0,6
,SEC,FBS,2633,"[13, 10, 14, 3]",40.0,0.9919463106543142,1881.0,1830.0,Tennessee,True,True,2.8471575872,,SEC,FBS,99,"[0, 7, 0, 6]",13.0,0.0080536893456858,1593.0,1644.0,LSU,401403913,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Tiger Stadium,3958.0,6
,SEC,FBS,142,"[0, 10, 0, 7]",17.0,0.0701762435355189,1440.0,1443.0,Missouri,True,True,5.101897381,,SEC,FBS,57,"[10, 0, 7, 7]",24.0,0.929823756464481,1572.0,1569.0,Florida,401403910,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Ben Hill Griffin Stadium,3634.0,6
,Big Ten,FBS,2509,"[3, 14, 0, 14]",31.0,0.5377344410336902,1668.0,1666.0,Purdue,True,True,8.4754889305,,Big Ten,FBS,120,"[7, 10, 0, 12]",29.0,0.4622655589663098,1645.0,1647.0,Maryland,401405109,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Maryland Stadium,3665.0,6
,Mid Atlantic,III,2725,"[7, 7, 0, 3]",17.0,,,,Widener,True,True,,,Mid Atlantic,III,2221,"[7, 10, 7, 6]",30.0,,,,FDU-Florham,401438637,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Robert T. Shields Field,5842.0,6
,Pioneer,FCS,2674,"[7, 7, 7, 20]",41.0,0.8935355027032039,,,Valparaiso,True,True,3.5344919614,,Pioneer,FCS,2506,"[7, 14, 0, 0]",21.0,0.106464497296796,,,Presbyterian College,401421105,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Bailey Memorial Stadium,3627.0,6
,ECFC,III,293,"[7, 0, 3, 7]",17.0,,,,Castleton State College,True,True,,,ECFC,III,417,"[0, 3, 10, 7]",20.0,,,,Gallaudet,401432546,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Hotchkiss Field,5848.0,6
,Ivy,FCS,159,"[7, 0, 0, 14]",21.0,0.0023776359586318,,,Dartmouth,True,True,6.3974474288,,Ivy,FCS,43,"[0, 10, 14, 0]",24.0,0.9976223640413682,,,Yale,401418606,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Yale Bowl,3997.0,6
,Michigan,III,2812,"[0, 3, 0, 7]",10.0,,,,Hope,True,True,,,Michigan,III,2790,"[13, 7, 10, 0]",30.0,,,,Albion,401431190,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Sprankle-Sprandel Stadium,5786.0,6
,Mountain East,II,2882,"[0, 10, 0, 7]",17.0,,,,UNC Pembroke,True,True,,,Mountain East,II,112335,"[13, 3, 0, 0]",16.0,,,,Wheeling Jesuit,401432149,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Bishop Schmitt Field,6212.0,6
,Mountain East,II,2249,"[7, 6, 7, 14]",34.0,,,,Glenville State,True,True,,,Mountain East,II,2128,"[14, 3, 7, 17]",41.0,,,,Charleston (WV),401432104,False,,2022,regular,2022-10-08T16:00:00.000Z,False,University of Charleston Stadium,5121.0,6
,Great Midwest Athletic,II,308,"[28, 7, 0, 0]",35.0,,,,Ashland,True,True,,,Great Midwest Athletic,II,2682,"[0, 0, 0, 0]",0.0,,,,Walsh,401431573,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Tom Benson Hall of Fame Stadium,3718.0,6
,Patriot,FCS,2230,"[14, 3, 17, 6]",40.0,,,,Fordham,True,True,,,Patriot,FCS,2329,"[14, 7, 0, 7]",28.0,,,,Lehigh,401423001,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Goodman Stadium,3741.0,6
,Commonwealth Coast,III,2884,"[7, 0, 0, 0]",7.0,,,,Nichols,True,True,,,Commonwealth Coast,III,452,"[21, 9, 15, 7]",52.0,,,,Endicott College,401438611,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Hempstead Stadium,3709.0,6
,Pennsylvania State Athletic,II,2188,"[0, 0, 7, 7]",14.0,,,,East Stroudsburg,True,True,,,Pennsylvania State Athletic,II,210,"[7, 10, 3, 0]",20.0,,,,Millersville,401433033,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Chryst Field at Biemesderfer Stadium,4431.0,6
,Big South,FCS,2241,"[7, 13, 14, 14]",48.0,0.9995812359423024,,,Gardner-Webb,True,True,1.234915857,,Big South,FCS,2523,"[0, 0, 0, 0]",0.0,0.0004187640576976,,,Robert Morris,401428201,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Joe Walton Stadium,3777.0,6
,Mid-American,FBS,2084,"[17, 14, 7, 0]",38.0,0.9993113669183228,1458.0,1402.0,Buffalo,True,True,2.0584308584,,Mid-American,FBS,189,"[0, 0, 7, 0]",7.0,0.0006886330816771,1092.0,1148.0,Bowling Green,401416617,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Doyt Perry Stadium,3700.0,6
,Big 12,FBS,2628,"[3, 7, 21, 7]",38.0,0.4665085223588503,1647.0,1656.0,TCU,True,True,6.6988911182,,Big 12,FBS,2305,"[0, 3, 21, 7]",31.0,0.5334914776411497,1366.0,1357.0,Kansas,401404089,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Memorial Stadium,3833.0,6
,Big 12,FBS,251,"[7, 21, 14, 7]",49.0,0.9990424017772046,1898.0,1759.0,Texas,True,True,1.542930843,,Big 12,FBS,201,"[0, 0, 0, 0]",0.0,0.0009575982227953,1582.0,1721.0,Oklahoma,401404090,True,,2022,regular,2022-10-08T16:00:00.000Z,False,Cotton Bowl,499.0,6
,MSCAC,III,114,"[0, 0, 0, 0]",0.0,,,,Fitchburg State,True,True,,,MSCAC,III,2967,"[14, 26, 7, 0]",47.0,,,,Framingham State,401438653,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Bowditch Field,3819.0,6
,ACC,FBS,97,"[0, 13, 14, 7]",34.0,0.9830760202973556,1592.0,1568.0,Louisville,True,True,5.6701439359,,ACC,FBS,258,"[10, 0, 7, 0]",17.0,0.0169239797026445,1382.0,1406.0,Virginia,401411136,False,,2022,regular,2022-10-08T16:00:00.000Z,False,Scott Stadium,3923.0,6
